geo_name,geo_sumlevel,geo_id,total_reimbursements_b_2010,total_reimbursements_b_2011,total_reimbursements_b_2012,total_reimbursements_b_2013,total_reimbursements_b_2014
"Newberry County, SC",county,05000US45071,7987,8730,8933,8777,8827
"Oconee County, SC",county,05000US45073,9332,9295,9608,8858,9004
"Orangeburg County, SC",county,05000US45075,8983,9030,9226,8888,8517
"Pickens County, SC",county,05000US45077,9038,9612,9929,9448,9639
"Richland County, SC",county,05000US45079,8920,8975,8775,8755,8836
"Saluda County, SC",county,05000US45081,7893,8324,8114,8889,9221
"Spartanburg County, SC",county,05000US45083,9098,9215,9478,9077,9681
"Sumter County, SC",county,05000US45085,9193,9398,9502,9613,9747
"Union County, SC",county,05000US45087,10071,11360,10688,11001,10689
"Williamsburg County, SC",county,05000US45089,9787,9936,10040,9745,10019
"York County, SC",county,05000US45091,8867,9168,9406,9051,9250
"Aurora County, SD",county,05000US46003,7949,8582,7479,6120,7062
"Beadle County, SD",county,05000US46005,6637,6913,7142,6888,6926
"Bennett County, SD",county,05000US46007,7631,6865,10429,11327,10992
"Bon Homme County, SD",county,05000US46009,8113,8337,8299,9495,8726
"Brookings County, SD",county,05000US46011,7489,7488,7300,7263,7413
"Brown County, SD",county,05000US46013,8556,8735,8585,8566,9145
"Brule County, SD",county,05000US46015,8838,8768,7467,8348,7889
"Buffalo County, SD",county,05000US46017,8325,9411,14329,11552,12764
"Butte County, SD",county,05000US46019,6425,6790,5384,6257,5957
"Campbell County, SD",county,05000US46021,6221,7972,8580,6402,8355
"Charles Mix County, SD",county,05000US46023,8562,9524,9337,8387,9299
"Clark County, SD",county,05000US46025,7888,8594,7671,7827,7215
"Clay County, SD",county,05000US46027,8548,8874,8795,8179,9178
"Codington County, SD",county,05000US46029,7962,7842,7838,8236,8332
"Corson County, SD",county,05000US46031,7760,8709,7841,8520,7817
"Custer County, SD",county,05000US46033,7252,6306,5867,6598,6947
"Davison County, SD",county,05000US46035,7848,8009,7727,7544,8113
"Day County, SD",county,05000US46037,7191,7653,8559,7912,8678
"Deuel County, SD",county,05000US46039,9659,9040,9454,7101,8781
"Dewey County, SD",county,05000US46041,9043,8565,9684,9630,9070
"Douglas County, SD",county,05000US46043,9176,8323,7348,7983,9048
"Edmunds County, SD",county,05000US46045,8319,10483,8454,9244,9140
"Fall River County, SD",county,05000US46047,8137,8373,8284,7417,8469
"Faulk County, SD",county,05000US46049,15195,15123,14191,12074,12780
"Grant County, SD",county,05000US46051,7309,8442,7612,8048,7803
"Gregory County, SD",county,05000US46053,8492,10015,10965,10162,9986
"Haakon County, SD",county,05000US46055,7871,9541,9500,7688,7498
"Hamlin County, SD",county,05000US46057,7243,6794,6608,6881,7179
"Hand County, SD",county,05000US46059,7755,8305,8190,8744,8614
"Hanson County, SD",county,05000US46061,8082,7938,7160,7415,7420
"Harding County, SD",county,05000US46063,8606,6644,9196,9207,7938
"Hughes County, SD",county,05000US46065,7074,7696,6869,6537,7158
"Hutchinson County, SD",county,05000US46067,7052,7493,7448,7155,7403
"Hyde County, SD",county,05000US46069,7388,6690,7270,8728,6280
"Jackson County, SD",county,05000US46071,7601,8130,6864,8634,8284
"Jerauld County, SD",county,05000US46073,8396,8243,8269,6936,9078
"Jones County, SD",county,05000US46075,6791,7339,8736,6629,5417
"Kingsbury County, SD",county,05000US46077,8155,8315,8163,8170,7871
"Lake County, SD",county,05000US46079,6770,7287,7218,7570,8065
"Lawrence County, SD",county,05000US46081,6255,6843,6987,6831,6408
"Lincoln County, SD",county,05000US46083,8328,8419,8232,8302,8392
"Lyman County, SD",county,05000US46085,6703,7692,7737,7549,6735
"McCook County, SD",county,05000US46087,7684,8042,7525,7642,7939
"McPherson County, SD",county,05000US46089,6294,6938,6962,6846,7351
"Marshall County, SD",county,05000US46091,7693,8096,9010,8036,8287
"Meade County, SD",county,05000US46093,7315,7559,7372,7494,7611
"Mellette County, SD",county,05000US46095,7859,8710,8439,6897,8591
"Miner County, SD",county,05000US46097,8347,8225,7153,7701,7980
"Minnehaha County, SD",county,05000US46099,8169,8629,8205,8286,8297
"Moody County, SD",county,05000US46101,7524,7959,8787,7948,8463
"Pennington County, SD",county,05000US46103,7675,7710,7739,7582,8010
"Perkins County, SD",county,05000US46105,8070,8956,7075,7190,9601
"Potter County, SD",county,05000US46107,9678,8505,8339,8269,8163
"Roberts County, SD",county,05000US46109,7708,7618,8544,8033,7606
"Sanborn County, SD",county,05000US46111,5806,7020,7069,7121,7414
"Shannon County, SD",county,05000US46113,11228,11795,9658,11160,11328
"Spink County, SD",county,05000US46115,9589,10210,9551,9678,10131
"Stanley County, SD",county,05000US46117,8022,7176,6683,5414,6457
"Sully County, SD",county,05000US46119,6061,7571,7916,7156,6209
"Todd County, SD",county,05000US46121,10368,12348,11349,11144,11824
"Tripp County, SD",county,05000US46123,7385,8204,7780,8049,8921
"Turner County, SD",county,05000US46125,8778,8331,8699,8756,8638
"Union County, SD",county,05000US46127,8557,7679,8428,7999,8321
"Walworth County, SD",county,05000US46129,8097,9520,7988,8221,7405
"Yankton County, SD",county,05000US46135,7593,7383,7856,7662,7078
"Ziebach County, SD",county,05000US46137,7467,9523,10411,9345,7936
"Anderson County, TN",county,05000US47001,9926,10022,9792,9411,9569
"Bedford County, TN",county,05000US47003,9708,10267,10208,9220,9732
"Benton County, TN",county,05000US47005,10088,10455,10698,10532,10533
"Bledsoe County, TN",county,05000US47007,11588,11682,10746,10339,11485
"Blount County, TN",county,05000US47009,9671,9781,9157,9223,9527
"Bradley County, TN",county,05000US47011,10267,10447,10003,9342,10140
"Campbell County, TN",county,05000US47013,11524,11099,11439,11156,11126
"Cannon County, TN",county,05000US47015,11478,11429,11831,10812,11118
"Carroll County, TN",county,05000US47017,10503,10904,10642,10763,10818
"Carter County, TN",county,05000US47019,10895,11297,10600,10035,10743
"Cheatham County, TN",county,05000US47021,11460,11357,10979,10551,9639
"Chester County, TN",county,05000US47023,9880,10492,10907,10255,9775
"Claiborne County, TN",county,05000US47025,12167,12104,11904,10954,11360
"Clay County, TN",county,05000US47027,10481,11440,10021,10014,10711
"Cocke County, TN",county,05000US47029,10521,10506,10549,10188,9570
"Coffee County, TN",county,05000US47031,11449,11746,11404,11003,11211
"Crockett County, TN",county,05000US47033,11333,11835,10997,10725,10164
"Cumberland County, TN",county,05000US47035,8919,8983,8824,8934,9130
"Davidson County, TN",county,05000US47037,9517,9202,9513,9343,9326
"Decatur County, TN",county,05000US47039,11265,10662,11136,11244,11118
"DeKalb County, TN",county,05000US47041,11210,9977,9658,10263,9674
"Dickson County, TN",county,05000US47043,11828,12161,11977,11684,11234
"Dyer County, TN",county,05000US47045,12168,12223,11735,11643,11476
"Fayette County, TN",county,05000US47047,10049,9615,9757,10193,10240
"Fentress County, TN",county,05000US47049,12330,12366,13507,12520,11962
"Franklin County, TN",county,05000US47051,11353,11451,11325,11157,11086
"Gibson County, TN",county,05000US47053,9846,10295,10606,9925,9971
"Giles County, TN",county,05000US47055,10590,10713,10851,10147,9997
"Grainger County, TN",county,05000US47057,11972,10510,11498,11038,9799
"Greene County, TN",county,05000US47059,10270,9971,9821,9804,9512
"Grundy County, TN",county,05000US47061,11271,11986,12192,11072,11727
"Hamblen County, TN",county,05000US47063,11185,10768,10233,10176,10529
"Hamilton County, TN",county,05000US47065,9630,9620,9537,9713,9776
"Hancock County, TN",county,05000US47067,15598,15491,14983,14280,12966
"Hardeman County, TN",county,05000US47069,10821,10326,10074,9855,9882
"Hardin County, TN",county,05000US47071,10029,10602,10566,9638,10442
"Hawkins County, TN",county,05000US47073,10996,10873,10416,10190,10251
"Haywood County, TN",county,05000US47075,10833,11285,11320,10217,10159
"Henderson County, TN",county,05000US47077,11367,11266,10727,10428,10462
"Henry County, TN",county,05000US47079,9153,9765,10073,9317,9041
"Hickman County, TN",county,05000US47081,10993,11090,11319,11610,11175
"Houston County, TN",county,05000US47083,12914,13913,12719,9785,10871
"Humphreys County, TN",county,05000US47085,11245,11810,11989,11414,12345
"Jackson County, TN",county,05000US47087,9419,9841,9831,10040,10061
"Jefferson County, TN",county,05000US47089,9857,10151,10325,9780,10168
"Johnson County, TN",county,05000US47091,10233,10351,10310,10634,9844
"Knox County, TN",county,05000US47093,9650,9357,9613,9464,9492
"Lake County, TN",county,05000US47095,13215,14272,13677,13842,13558
"Lauderdale County, TN",county,05000US47097,11778,12970,11718,11570,10811
"Lawrence County, TN",county,05000US47099,11266,10720,10703,10136,9997
"Lewis County, TN",county,05000US47101,11365,11833,10837,10208,9718
"Lincoln County, TN",county,05000US47103,9756,9961,10068,9642,9201
"Loudon County, TN",county,05000US47105,9441,9441,9555,9486,9194
"McMinn County, TN",county,05000US47107,8980,9237,9249,9528,9415
"McNairy County, TN",county,05000US47109,10882,10102,10038,9500,10296
"Macon County, TN",county,05000US47111,11846,11894,12812,11917,12626
"Madison County, TN",county,05000US47113,10067,10277,10161,9804,9664
"Marion County, TN",county,05000US47115,11384,10802,11412,11148,10865
"Marshall County, TN",county,05000US47117,9992,9893,10258,10376,9517
"Maury County, TN",county,05000US47119,10036,10067,9588,9208,9474
"Meigs County, TN",county,05000US47121,10294,9998,10276,10372,10918
"Monroe County, TN",county,05000US47123,10824,10206,9931,10064,9583
"Montgomery County, TN",county,05000US47125,9949,9973,10035,9548,9685
"Moore County, TN",county,05000US47127,11027,11589,11200,9673,9269
"Morgan County, TN",county,05000US47129,11725,10557,11177,10750,10792
"Obion County, TN",county,05000US47131,10488,10740,11024,10588,10696
"Overton County, TN",county,05000US47133,10679,10891,10930,10699,9936
"Perry County, TN",county,05000US47135,10685,11578,11174,11011,11586
"Pickett County, TN",county,05000US47137,13243,11970,11229,11510,10986
"Polk County, TN",county,05000US47139,10638,9831,10383,9496,9531
"Putnam County, TN",county,05000US47141,9602,9997,10340,9794,9650
"Rhea County, TN",county,05000US47143,9945,10650,10557,10073,10863
"Roane County, TN",county,05000US47145,10483,10752,10691,10142,10766
"Robertson County, TN",county,05000US47147,10126,10151,10433,9894,10181
"Rutherford County, TN",county,05000US47149,10412,10253,10566,9909,9512
"Scott County, TN",county,05000US47151,13756,13648,12507,12506,13367
"Sequatchie County, TN",county,05000US47153,10431,11156,11356,10544,10837
"Sevier County, TN",county,05000US47155,9194,9104,9238,9289,9820
"Shelby County, TN",county,05000US47157,9357,9394,9447,9238,9269
"Smith County, TN",county,05000US47159,11860,12991,11804,12656,11236
"Stewart County, TN",county,05000US47161,9985,9771,10851,10016,10699
"Sullivan County, TN",county,05000US47163,9666,9951,9921,9519,9387
"Sumner County, TN",county,05000US47165,10485,10657,10674,10950,10712
"Tipton County, TN",county,05000US47167,10829,10390,10614,10640,10437
"Trousdale County, TN",county,05000US47169,11355,13262,11085,11681,12823
"Unicoi County, TN",county,05000US47171,10392,10075,10943,9634,10546
"Union County, TN",county,05000US47173,11740,10383,11601,11892,10470
"Van Buren County, TN",county,05000US47175,10171,11740,11192,10688,11432
"Warren County, TN",county,05000US47177,11252,11396,11281,10604,10567
"Washington County, TN",county,05000US47179,10365,10225,10049,9415,9485
"Wayne County, TN",county,05000US47181,10866,10762,10967,10093,10323
"Weakley County, TN",county,05000US47183,11875,12222,12376,11107,10786
"White County, TN",county,05000US47185,10023,10311,10352,10055,9815
"Williamson County, TN",county,05000US47187,9251,9335,9136,8931,8544
"Wilson County, TN",county,05000US47189,11241,11216,11041,10587,10927
"Anderson County, TX",county,05000US48001,9894,10318,10784,11024,11405
"Andrews County, TX",county,05000US48003,9366,9048,9261,8131,8046
"Angelina County, TX",county,05000US48005,11581,11417,11561,11200,10535
"Aransas County, TX",county,05000US48007,10516,10568,10358,8958,9547
"Archer County, TX",county,05000US48009,10528,10838,10880,10401,11986
"Armstrong County, TX",county,05000US48011,9044,9642,7905,7939,9042
"Atascosa County, TX",county,05000US48013,11216,11859,10924,11072,11287
"Austin County, TX",county,05000US48015,8693,9131,8786,9050,8625
"Bailey County, TX",county,05000US48017,10068,10398,11369,10826,10760
"Bandera County, TX",county,05000US48019,8835,9409,9299,9599,8618
"Bastrop County, TX",county,05000US48021,10428,10249,10350,10617,10339
"Baylor County, TX",county,05000US48023,11182,11148,12568,11613,11604
"Bee County, TX",county,05000US48025,12105,12051,11892,12149,12563
"Bell County, TX",county,05000US48027,9267,9902,10025,9755,10022
"Bexar County, TX",county,05000US48029,10521,10376,10420,10025,10157
"Blanco County, TX",county,05000US48031,8589,8136,8445,7763,8077
"Borden County, TX",county,05000US48033,6662,11091,13101,8159,13593
"Bosque County, TX",county,05000US48035,8725,9166,8855,8881,9347
"Bowie County, TX",county,05000US48037,10830,10751,10680,10893,10782
"Brazoria County, TX",county,05000US48039,11146,11419,11178,10935,11083
"Brazos County, TX",county,05000US48041,9715,9524,9766,9406,9582
"Brewster County, TX",county,05000US48043,7640,6966,7090,7089,6680
"Briscoe County, TX",county,05000US48045,11119,11244,10942,9926,8841
"Brooks County, TX",county,05000US48047,14800,14805,15151,14884,14605
"Brown County, TX",county,05000US48049,11239,10621,10191,10468,10074
"Burleson County, TX",county,05000US48051,9778,9773,10259,9889,10324
"Burnet County, TX",county,05000US48053,10033,10345,9869,9513,9601
"Caldwell County, TX",county,05000US48055,11721,11770,12859,11515,11709
"Calhoun County, TX",county,05000US48057,10876,11669,10874,10524,11674
"Callahan County, TX",county,05000US48059,9235,9594,10461,9997,10380
"Cameron County, TX",county,05000US48061,12610,11822,11895,11927,11863
"Camp County, TX",county,05000US48063,11036,11493,11087,11352,11833
"Carson County, TX",county,05000US48065,9547,9515,9964,9610,11276
"Cass County, TX",county,05000US48067,10784,10191,10884,10720,11198
"Castro County, TX",county,05000US48069,11245,10949,11690,9291,11662
"Chambers County, TX",county,05000US48071,12713,12615,12036,11527,11541
"Cherokee County, TX",county,05000US48073,11202,11358,11558,10944,11579
"Childress County, TX",county,05000US48075,9683,9578,9039,8148,9630
"Clay County, TX",county,05000US48077,10333,10892,10714,10637,10549
"Cochran County, TX",county,05000US48079,12291,9605,10370,10842,11570
"Coke County, TX",county,05000US48081,9989,9139,8717,9121,9000
"Coleman County, TX",county,05000US48083,9279,9811,9606,9796,9945
"Collin County, TX",county,05000US48085,11674,11603,11642,11305,11176
"Collingsworth County, TX",county,05000US48087,14983,15688,15638,13192,12597
"Colorado County, TX",county,05000US48089,10548,12089,10860,10806,11012
"Comal County, TX",county,05000US48091,9553,9953,10299,10080,9597
"Comanche County, TX",county,05000US48093,10456,10064,9970,10283,10090
"Concho County, TX",county,05000US48095,8583,9231,9577,10953,10767
"Cooke County, TX",county,05000US48097,11515,11970,12330,12203,11645
"Coryell County, TX",county,05000US48099,9661,10368,9509,9745,10192
"Cottle County, TX",county,05000US48101,6708,7011,9304,9729,8122
"Crane County, TX",county,05000US48103,10912,11067,11272,13003,12741
"Crockett County, TX",county,05000US48105,9900,8744,8894,8008,8303
"Crosby County, TX",county,05000US48107,11361,11856,11088,10411,12466
"Culberson County, TX",county,05000US48109,11512,10612,11123,13094,11633
"Dallam County, TX",county,05000US48111,8850,10114,10814,10576,10437
"Dallas County, TX",county,05000US48113,11247,11282,11203,11048,11078
"Dawson County, TX",county,05000US48115,10820,10181,10369,9723,8986
"Deaf Smith County, TX",county,05000US48117,9187,9496,9837,9697,9990
"Delta County, TX",county,05000US48119,12586,11118,10948,11490,11948
"Denton County, TX",county,05000US48121,12211,12401,12189,11738,11662
"DeWitt County, TX",county,05000US48123,10448,11084,10355,9643,10580
"Dickens County, TX",county,05000US48125,10858,11491,12635,11450,9671
"Dimmit County, TX",county,05000US48127,11457,12511,12191,10231,11421
"Donley County, TX",county,05000US48129,12885,10829,10548,9476,10940
"Duval County, TX",county,05000US48131,14809,15016,14589,14797,15986
"Eastland County, TX",county,05000US48133,11091,11485,11219,10698,10969
"Ector County, TX",county,05000US48135,10929,10268,10274,9520,9467
"Edwards County, TX",county,05000US48137,8114,8721,9088,9675,8717
"Ellis County, TX",county,05000US48139,11159,11118,10921,11017,10995
"El Paso County, TX",county,05000US48141,9673,9688,9916,9728,9943
"Erath County, TX",county,05000US48143,9661,9948,9325,9634,10005
"Falls County, TX",county,05000US48145,10304,10710,10270,9792,11065
"Fannin County, TX",county,05000US48147,10945,12042,12416,11384,12486
"Fayette County, TX",county,05000US48149,9510,9488,9837,9095,9171
"Fisher County, TX",county,05000US48151,10262,9895,9769,9263,9765
"Floyd County, TX",county,05000US48153,11705,12355,11700,11160,10043
"Foard County, TX",county,05000US48155,11552,10643,10869,10389,12676
"Fort Bend County, TX",county,05000US48157,11328,11272,11457,10926,10705
"Franklin County, TX",county,05000US48159,11660,11774,11637,10629,11552
"Freestone County, TX",county,05000US48161,10254,10938,10181,10414,10199
"Frio County, TX",county,05000US48163,11228,12056,10891,10664,11103
"Gaines County, TX",county,05000US48165,10650,11595,11111,9913,10410
"Galveston County, TX",county,05000US48167,11468,11408,11518,10987,11699
"Garza County, TX",county,05000US48169,11292,11042,11687,9475,10452
"Gillespie County, TX",county,05000US48171,7786,7825,7758,7446,7601
"Glasscock County, TX",county,05000US48173,7646,6867,9058,8289,9007
"Goliad County, TX",county,05000US48175,9139,10238,10325,10093,12084
"Gonzales County, TX",county,05000US48177,9948,10166,9212,10696,10441
"Gray County, TX",county,05000US48179,10649,10476,10801,9951,10876
"Grayson County, TX",county,05000US48181,11831,12409,12198,12321,12482
"Gregg County, TX",county,05000US48183,10942,11561,11396,10840,11176
"Grimes County, TX",county,05000US48185,10052,10529,11000,9946,10695
"Guadalupe County, TX",county,05000US48187,9671,10199,10374,10215,10051
"Hale County, TX",county,05000US48189,11027,11421,10729,10689,10405
"Hall County, TX",county,05000US48191,12810,10341,9104,10006,11613
"Hamilton County, TX",county,05000US48193,11447,10309,10539,10648,9611
"Hansford County, TX",county,05000US48195,10084,11032,10420,9882,11178
"Hardeman County, TX",county,05000US48197,12611,13186,13299,13440,12277
"Hardin County, TX",county,05000US48199,11165,11179,10931,11796,11388
"Harris County, TX",county,05000US48201,11902,11953,11723,11487,11668
"Harrison County, TX",county,05000US48203,10591,10923,11069,10704,10825
"Hartley County, TX",county,05000US48205,9999,8823,10522,14306,12764
"Haskell County, TX",county,05000US48207,9745,10060,10100,10206,10550
"Hays County, TX",county,05000US48209,10167,10331,10526,10358,10031
"Hemphill County, TX",county,05000US48211,7913,7631,8224,7633,8478
"Henderson County, TX",county,05000US48213,11114,11315,11498,11606,11963
"Hidalgo County, TX",county,05000US48215,13648,13164,12588,12213,12336
"Hill County, TX",county,05000US48217,9771,9972,9775,9351,9283
"Hockley County, TX",county,05000US48219,11015,10741,10705,10287,9908
"Hood County, TX",county,05000US48221,9543,9972,9955,10317,10027
"Hopkins County, TX",county,05000US48223,10245,10465,10752,11375,11358
"Houston County, TX",county,05000US48225,9726,10121,10100,9928,9619
"Howard County, TX",county,05000US48227,10371,9867,8980,9109,9481
"Hudspeth County, TX",county,05000US48229,7088,6404,10585,8102,7451
"Hunt County, TX",county,05000US48231,11979,12095,11509,11743,11655
"Hutchinson County, TX",county,05000US48233,9933,9911,10570,11023,11104
"Irion County, TX",county,05000US48235,10431,9313,6855,9699,9349
"Jack County, TX",county,05000US48237,13419,12919,10664,10704,10172
"Jackson County, TX",county,05000US48239,11729,11720,12101,11322,10669
"Jasper County, TX",county,05000US48241,11242,11015,11117,11106,11325
"Jeff Davis County, TX",county,05000US48243,7582,8852,7461,7841,6403
"Jefferson County, TX",county,05000US48245,11035,11281,11335,11270,11460
"Jim Hogg County, TX",county,05000US48247,15094,16292,15328,15837,15947
"Jim Wells County, TX",county,05000US48249,15077,15269,15966,15042,14325
"Johnson County, TX",county,05000US48251,11968,12028,12476,12176,12321
"Jones County, TX",county,05000US48253,9757,10215,9591,9751,10726
"Karnes County, TX",county,05000US48255,10538,10670,10829,10075,10585
"Kaufman County, TX",county,05000US48257,11649,11419,11781,11115,10893
"Kendall County, TX",county,05000US48259,9778,9072,8999,9129,9147
"Kenedy County, TX",county,05000US48261,,17166,28231,17596,15237
"Kent County, TX",county,05000US48263,8184,10138,10638,10402,13741
"Kerr County, TX",county,05000US48265,8821,8981,8803,8655,8598
"Kimble County, TX",county,05000US48267,8762,9644,8827,9637,10069
"King County, TX",county,05000US48269,,7330,8734,7464,7054
"Kinney County, TX",county,05000US48271,8260,7395,10363,7760,7567
"Kleberg County, TX",county,05000US48273,12126,12099,12171,11867,11182
"Knox County, TX",county,05000US48275,10601,9929,10602,10688,12139
"Lamar County, TX",county,05000US48277,11172,11312,11480,10962,11134
"Lamb County, TX",county,05000US48279,10358,9905,9739,9895,8997
"Lampasas County, TX",county,05000US48281,10732,10711,10905,10551,9974
"La Salle County, TX",county,05000US48283,12424,11748,11803,10326,12053
"Lavaca County, TX",county,05000US48285,10783,12007,12082,11362,11428
"Lee County, TX",county,05000US48287,9764,10376,10146,9802,10713
"Leon County, TX",county,05000US48289,9310,9743,9892,9606,10267
"Liberty County, TX",county,05000US48291,13299,12931,13392,13284,12552
"Limestone County, TX",county,05000US48293,11081,10862,10432,11014,11122
"Lipscomb County, TX",county,05000US48295,7917,9894,9614,9654,8501
"Live Oak County, TX",county,05000US48297,9930,11454,10464,11777,11524
"Llano County, TX",county,05000US48299,9154,8827,9120,8706,9229
"Loving County, TX",county,05000US48301,,,,,
"Lubbock County, TX",county,05000US48303,11794,11890,11725,11053,10880
"Lynn County, TX",county,05000US48305,14801,13013,11761,11822,11194
"McCulloch County, TX",county,05000US48307,10540,9827,9434,10300,9958
"McLennan County, TX",county,05000US48309,8744,8880,9227,9015,8966
"McMullen County, TX",county,05000US48311,8664,9825,6849,9329,10808
"Madison County, TX",county,05000US48313,11437,12289,10849,11420,11724
"Marion County, TX",county,05000US48315,11164,11385,10002,11186,11205
"Martin County, TX",county,05000US48317,10885,10281,9456,10088,11380
"Mason County, TX",county,05000US48319,8309,8771,9134,8677,7813
"Matagorda County, TX",county,05000US48321,11564,11591,12273,11773,11589
"Maverick County, TX",county,05000US48323,11995,12112,11873,11933,11818
"Medina County, TX",county,05000US48325,11089,10384,10584,10834,10944
"Menard County, TX",county,05000US48327,8722,7532,8990,8606,9624
"Midland County, TX",county,05000US48329,9169,9310,9117,9139,8903
"Milam County, TX",county,05000US48331,11843,11322,11864,10975,11383
"Mills County, TX",county,05000US48333,9604,9620,10341,8722,9171
"Mitchell County, TX",county,05000US48335,12150,11237,10641,10898,11594
"Montague County, TX",county,05000US48337,10732,10726,10325,10658,11179
"Montgomery County, TX",county,05000US48339,11957,12129,11649,11659,11786
"Moore County, TX",county,05000US48341,9362,9604,9843,8596,10079
"Morris County, TX",county,05000US48343,10920,10821,11623,10672,11259
"Motley County, TX",county,05000US48345,11478,10956,10880,10684,9956
"Nacogdoches County, TX",county,05000US48347,11628,11763,11089,10895,11492
"Navarro County, TX",county,05000US48349,10631,10190,10310,9646,10443
"Newton County, TX",county,05000US48351,11181,11817,11972,11728,11330
"Nolan County, TX",county,05000US48353,10215,10240,10248,10429,10956
"Nueces County, TX",county,05000US48355,11611,11594,11475,10907,11001
"Ochiltree County, TX",county,05000US48357,9594,10083,9996,10120,9345
"Oldham County, TX",county,05000US48359,7960,10108,9960,7916,9844
"Orange County, TX",county,05000US48361,11647,11483,11819,11846,11844
"Palo Pinto County, TX",county,05000US48363,11227,11025,11035,11294,11726
"Panola County, TX",county,05000US48365,11598,11672,11546,10820,11568
"Parker County, TX",county,05000US48367,11565,11521,11682,11314,11441
"Parmer County, TX",county,05000US48369,13095,9561,9972,8623,9786
"Pecos County, TX",county,05000US48371,9574,9854,9980,11455,10814
"Polk County, TX",county,05000US48373,9488,9692,9763,9568,9613
"Potter County, TX",county,05000US48375,10340,10607,10864,10325,10706
"Presidio County, TX",county,05000US48377,5832,6090,6164,5758,5397
"Rains County, TX",county,05000US48379,10256,10618,10204,10212,11485
"Randall County, TX",county,05000US48381,10123,10576,10354,9802,10022
"Reagan County, TX",county,05000US48383,11218,9117,9016,9385,7071
"Real County, TX",county,05000US48385,8922,8271,7964,9222,10800
"Red River County, TX",county,05000US48387,13095,12285,12758,11605,12344
"Reeves County, TX",county,05000US48389,8812,9530,10813,10437,10358
"Refugio County, TX",county,05000US48391,11002,11955,10973,11211,11687
"Roberts County, TX",county,05000US48393,8386,8535,8320,7668,5816
"Robertson County, TX",county,05000US48395,10720,9983,10559,10787,9956
"Rockwall County, TX",county,05000US48397,11378,11206,11163,10765,10587
"Runnels County, TX",county,05000US48399,10902,10911,10500,10696,10979
"Rusk County, TX",county,05000US48401,12455,11829,11829,11512,12058
"Sabine County, TX",county,05000US48403,10521,11270,11293,11602,11515
"San Augustine County, TX",county,05000US48405,10712,10310,10521,10650,11377
"San Jacinto County, TX",county,05000US48407,13306,13146,13312,13291,13221
"San Patricio County, TX",county,05000US48409,12849,12111,12415,11402,11503
"San Saba County, TX",county,05000US48411,9570,10697,8787,8960,8286
"Schleicher County, TX",county,05000US48413,14101,9807,10496,10821,10179
"Scurry County, TX",county,05000US48415,10991,11127,11020,9990,10598
"Shackelford County, TX",county,05000US48417,11439,11352,11171,10436,10919
"Shelby County, TX",county,05000US48419,11773,11060,11466,11414,10752
"Sherman County, TX",county,05000US48421,9200,10548,10556,10358,9378
"Smith County, TX",county,05000US48423,11351,11599,10929,11539,11633
"Somervell County, TX",county,05000US48425,9974,10883,11610,11933,10809
"Starr County, TX",county,05000US48427,14777,13385,12574,13068,13588
"Stephens County, TX",county,05000US48429,12024,10752,11153,10651,12602
"Sterling County, TX",county,05000US48431,10767,9904,8469,9913,9328
"Stonewall County, TX",county,05000US48433,12950,12168,13882,12645,13071
"Sutton County, TX",county,05000US48435,13279,11020,9629,9095,8370
"Swisher County, TX",county,05000US48437,10394,10280,9576,9599,11470
"Tarrant County, TX",county,05000US48439,11668,11750,11894,11483,11733
"Taylor County, TX",county,05000US48441,9819,9800,10069,10062,10263
"Terrell County, TX",county,05000US48443,7941,9171,11237,9351,7484
"Terry County, TX",county,05000US48445,12528,12290,11419,12675,12765
"Throckmorton County, TX",county,05000US48447,12178,11508,13910,13204,12240
"Titus County, TX",county,05000US48449,11885,12393,11796,11446,11058
"Tom Green County, TX",county,05000US48451,9558,9705,9409,9170,9637
"Travis County, TX",county,05000US48453,10079,10169,10199,10060,10040
"Trinity County, TX",county,05000US48455,12338,12824,11893,11865,11352
"Tyler County, TX",county,05000US48457,11643,11516,11473,11510,10592
"Upshur County, TX",county,05000US48459,11724,12146,11636,11362,11413
"Upton County, TX",county,05000US48461,11374,10148,12388,10311,7983
"Uvalde County, TX",county,05000US48463,10101,9909,10352,10980,9584
"Val Verde County, TX",county,05000US48465,9526,8861,9007,8566,8172
"Van Zandt County, TX",county,05000US48467,11036,10953,10524,10541,11185
"Victoria County, TX",county,05000US48469,10903,11080,10789,10043,10617
"Walker County, TX",county,05000US48471,11284,11524,10975,11528,11084
"Waller County, TX",county,05000US48473,11369,11493,10508,12135,10081
"Ward County, TX",county,05000US48475,9667,10536,10297,9605,9078
"Washington County, TX",county,05000US48477,7704,8237,8020,8216,8606
"Webb County, TX",county,05000US48479,12045,11757,11519,11346,11549
"Wharton County, TX",county,05000US48481,11214,10671,10590,10954,11274
"Wheeler County, TX",county,05000US48483,12493,12047,11691,12575,12135
"Wichita County, TX",county,05000US48485,10523,10799,10623,10704,11035
"Wilbarger County, TX",county,05000US48487,10822,10795,11283,10983,10680
"Willacy County, TX",county,05000US48489,13730,12844,12214,12526,12175
"Williamson County, TX",county,05000US48491,9917,9980,11201,9870,9977
"Wilson County, TX",county,05000US48493,10002,10178,9736,10025,10044
"Winkler County, TX",county,05000US48495,10310,10729,10803,10525,10325
"Wise County, TX",county,05000US48497,11439,12196,12185,11981,12881
"Wood County, TX",county,05000US48499,10989,11165,11320,11237,11316
